HomeTeam,AwayTeam,HomeGoals,AwayGoals
Sassuolo,Bologna,2.0,1.0
Torino,Inter,3.0,3.0
Verona,Parma,3.0,2.0
Inter,Verona,4.0,2.0
Sampdoria,Atalanta,1.0,0.0
Bologna,Livorno,1.0,0.0
Catania,Sassuolo,0.0,0.0
Chievo,Fiorentina,1.0,2.0
Juventus,Genoa,2.0,0.0
Lazio,Cagliari,2.0,0.0
Napoli,Torino,2.0,0.0
Parma,Milan,3.0,2.0
Udinese,Roma,0.0,1.0
Atalanta,Inter,1.0,1.0
Cagliari,Bologna,0.0,3.0
Fiorentina,Napoli,1.0,2.0
Genoa,Parma,1.0,0.0
Juventus,Catania,4.0,0.0
Livorno,Torino,3.0,3.0
Milan,Lazio,1.0,1.0
Sassuolo,Udinese,1.0,2.0
Verona,Sampdoria,2.0,0.0
Roma,Chievo,1.0,0.0
Milan,Fiorentina,0.0,2.0
Napoli,Catania,2.0,1.0
Parma,Juventus,0.0,1.0
Lazio,Genoa,0.0,2.0
Livorno,Atalanta,1.0,0.0
Sampdoria,Sassuolo,3.0,4.0
Torino,Roma,1.0,1.0
Udinese,Inter,0.0,3.0
Verona,Cagliari,2.0,1.0
Bologna,Chievo,0.0,0.0
Catania,Udinese,1.0,0.0
Inter,Livorno,2.0,0.0
Atalanta,Bologna,2.0,1.0
Cagliari,Torino,2.0,1.0
Chievo,Milan,0.0,0.0
Fiorentina,Sampdoria,2.0,1.0
Genoa,Verona,2.0,0.0
Juventus,Napoli,3.0,0.0
Parma,Lazio,1.0,1.0
Roma,Sassuolo,1.0,1.0
Milan,Genoa,1.0,1.0
Napoli,Parma,0.0,1.0
Verona,Chievo,0.0,1.0
Bologna,Inter,1.0,1.0
Livorno,Juventus,0.0,2.0
Sampdoria,Lazio,1.0,1.0
Sassuolo,Atalanta,2.0,0.0
Torino,Catania,4.0,1.0
Udinese,Fiorentina,1.0,0.0
Roma,Cagliari,0.0,0.0
Genoa,Torino,1.0,1.0
Parma,Bologna,1.0,1.0
Atalanta,Roma,1.0,1.0
Cagliari,Sassuolo,2.0,2.0
Catania,Milan,1.0,3.0
Chievo,Livorno,3.0,0.0
Inter,Sampdoria,1.0,1.0
Juventus,Udinese,1.0,0.0
Fiorentina,Verona,4.0,3.0
Lazio,Napoli,2.0,4.0
Bologna,Juventus,0.0,2.0
Livorno,Milan,2.0,2.0
Napoli,Udinese,3.0,3.0
Cagliari,Genoa,2.0,1.0
Inter,Parma,3.0,3.0
Roma,Fiorentina,2.0,1.0
Sampdoria,Catania,2.0,0.0
Sassuolo,Chievo,0.0,1.0
Torino,Lazio,1.0,0.0
Verona,Atalanta,2.0,1.0
Catania,Verona,0.0,0.0
Chievo,Sampdoria,0.0,1.0
Fiorentina,Bologna,3.0,0.0
Genoa,Atalanta,1.0,1.0
Juventus,Sassuolo,4.0,0.0
Lazio,Livorno,2.0,0.0
Napoli,Inter,4.0,2.0
Parma,Cagliari,0.0,0.0
Udinese,Torino,0.0,2.0
Milan,Roma,2.0,2.0
Cagliari,Napoli,1.0,1.0
Livorno,Udinese,1.0,2.0
Atalanta,Juventus,1.0,4.0
Bologna,Genoa,1.0,0.0
Inter,Milan,1.0,0.0
Roma,Catania,4.0,0.0
Sampdoria,Parma,1.0,1.0
Sassuolo,Fiorentina,0.0,1.0
Torino,Chievo,4.0,1.0
Verona,Lazio,4.0,1.0
Chievo,Cagliari,0.0,0.0
Fiorentina,Livorno,1.0,0.0
Juventus,Roma,3.0,0.0
Catania,Bologna,2.0,0.0
Genoa,Sassuolo,2.0,0.0
Lazio,Inter,1.0,0.0
Milan,Atalanta,3.0,0.0
Napoli,Sampdoria,2.0,0.0
Parma,Torino,3.0,1.0
Udinese,Verona,1.0,3.0
Bologna,Lazio,0.0,0.0
Livorno,Parma,0.0,3.0
Atalanta,Catania,2.0,1.0
Cagliari,Juventus,1.0,4.0
Roma,Genoa,4.0,0.0
Sassuolo,Milan,4.0,3.0
Torino,Fiorentina,0.0,0.0
Verona,Napoli,0.0,3.0
Inter,Chievo,1.0,1.0
Sampdoria,Udinese,3.0,0.0
Juventus,Sampdoria,4.0,2.0
Roma,Livorno,3.0,0.0
Atalanta,Cagliari,1.0,0.0
Bologna,Napoli,2.0,2.0
Catania,Fiorentina,0.0,3.0
Chievo,Parma,1.0,2.0
Genoa,Inter,1.0,0.0
Milan,Verona,1.0,0.0
Sassuolo,Torino,0.0,2.0
Udinese,Lazio,2.0,3.0
Lazio,Juventus,1.0,1.0
Napoli,Chievo,1.0,1.0
Cagliari,Milan,1.0,2.0
Fiorentina,Genoa,3.0,3.0
Inter,Catania,0.0,0.0
Livorno,Sassuolo,3.0,1.0
Parma,Udinese,1.0,0.0
Sampdoria,Bologna,1.0,1.0
Torino,Atalanta,1.0,0.0
Verona,Roma,1.0,3.0
Bologna,Udinese,0.0,2.0
Cagliari,Fiorentina,1.0,0.0
Milan,Torino,1.0,1.0
Atalanta,Napoli,3.0,0.0
Catania,Livorno,3.0,3.0
Chievo,Lazio,0.0,2.0
Juventus,Inter,3.0,1.0
Sassuolo,Verona,1.0,2.0
Genoa,Sampdoria,0.0,1.0
Fiorentina,Atalanta,2.0,0.0
Napoli,Milan,3.0,1.0
Udinese,Chievo,3.0,0.0
Inter,Sassuolo,1.0,0.0
Lazio,Roma,0.0,0.0
Livorno,Genoa,0.0,1.0
Parma,Catania,0.0,0.0
Sampdoria,Cagliari,1.0,0.0
Torino,Bologna,1.0,2.0
Verona,Juventus,2.0,2.0
Milan,Bologna,1.0,0.0
Fiorentina,Inter,1.0,2.0
Atalanta,Parma,0.0,4.0
Cagliari,Livorno,1.0,2.0
Catania,Lazio,3.0,1.0
Genoa,Udinese,3.0,3.0
Juventus,Chievo,3.0,1.0
Roma,Sampdoria,3.0,0.0
Sassuolo,Napoli,0.0,2.0
Verona,Torino,1.0,3.0
Bologna,Roma,0.0,1.0
Chievo,Catania,2.0,0.0
Inter,Cagliari,1.0,1.0
Juventus,Torino,1.0,0.0
Lazio,Sassuolo,3.0,2.0
Livorno,Verona,2.0,3.0
Sampdoria,Milan,0.0,2.0
Udinese,Atalanta,1.0,1.0
Napoli,Genoa,1.0,1.0
Parma,Fiorentina,2.0,2.0
Roma,Inter,0.0,0.0
Atalanta,Chievo,2.0,1.0
Cagliari,Udinese,3.0,0.0
Fiorentina,Lazio,0.0,1.0
Genoa,Catania,2.0,0.0
Livorno,Napoli,1.0,1.0
Milan,Juventus,0.0,2.0
Sassuolo,Parma,0.0,1.0
Torino,Sampdoria,0.0,2.0
Verona,Bologna,0.0,0.0
Catania,Cagliari,1.0,1.0
Udinese,Milan,1.0,0.0
Bologna,Sassuolo,0.0,0.0
Chievo,Genoa,2.0,1.0
Inter,Torino,1.0,0.0
Juventus,Fiorentina,1.0,0.0
Lazio,Atalanta,0.0,1.0
Napoli,Roma,1.0,0.0
Parma,Verona,2.0,0.0
Sampdoria,Livorno,4.0,2.0
Verona,Inter,0.0,2.0
Atalanta,Sampdoria,3.0,0.0
Cagliari,Lazio,0.0,2.0
Fiorentina,Chievo,3.0,1.0
Genoa,Juventus,0.0,1.0
Livorno,Bologna,2.0,1.0
Milan,Parma,2.0,4.0
Sassuolo,Catania,3.0,1.0
Roma,Udinese,3.0,2.0
Torino,Napoli,0.0,1.0
Chievo,Roma,0.0,2.0
Torino,Livorno,3.0,1.0
Bologna,Cagliari,1.0,0.0
Catania,Juventus,0.0,1.0
Inter,Atalanta,1.0,2.0
Lazio,Milan,1.0,1.0
Napoli,Fiorentina,0.0,1.0
Parma,Genoa,1.0,1.0
Sampdoria,Verona,5.0,0.0
Udinese,Sassuolo,1.0,0.0
Roma,Torino,2.0,1.0
Atalanta,Livorno,2.0,0.0
Cagliari,Verona,1.0,0.0
Catania,Napoli,2.0,4.0
Chievo,Bologna,3.0,0.0
Fiorentina,Milan,0.0,2.0
Genoa,Lazio,2.0,0.0
Juventus,Parma,2.0,1.0
Sassuolo,Sampdoria,1.0,2.0
Inter,Udinese,0.0,0.0
Bologna,Atalanta,0.0,2.0
Milan,Chievo,3.0,0.0
Lazio,Parma,3.0,2.0
Napoli,Juventus,2.0,0.0
Sampdoria,Fiorentina,0.0,0.0
Sassuolo,Roma,0.0,2.0
Torino,Cagliari,2.0,1.0
Verona,Genoa,3.0,0.0
Livorno,Inter,2.0,2.0
Udinese,Catania,1.0,0.0
Roma,Parma,4.0,2.0
Chievo,Verona,0.0,1.0
Inter,Bologna,2.0,2.0
Atalanta,Sassuolo,0.0,2.0
Cagliari,Roma,1.0,3.0
Catania,Torino,1.0,2.0
Fiorentina,Udinese,2.0,1.0
Lazio,Sampdoria,2.0,0.0
Parma,Napoli,1.0,0.0
Genoa,Milan,1.0,2.0
Juventus,Livorno,2.0,0.0
Roma,Atalanta,3.0,1.0
Sassuolo,Cagliari,1.0,1.0
Bologna,Parma,1.0,1.0
Livorno,Chievo,2.0,4.0
Milan,Catania,1.0,0.0
Napoli,Lazio,4.0,2.0
Sampdoria,Inter,0.0,4.0
Torino,Genoa,2.0,1.0
Verona,Fiorentina,3.0,5.0
Udinese,Juventus,0.0,2.0
Atalanta,Verona,1.0,2.0
Catania,Sampdoria,2.0,1.0
Chievo,Sassuolo,0.0,1.0
Fiorentina,Roma,0.0,1.0
Genoa,Cagliari,1.0,2.0
Juventus,Bologna,1.0,0.0
Lazio,Torino,3.0,3.0
Milan,Livorno,3.0,0.0
Parma,Inter,0.0,2.0
Udinese,Napoli,1.0,1.0
Roma,Milan,2.0,0.0
Bologna,Fiorentina,0.0,3.0
Inter,Napoli,0.0,0.0
Atalanta,Genoa,1.0,1.0
Cagliari,Parma,1.0,0.0
Livorno,Lazio,0.0,2.0
Sampdoria,Chievo,2.0,1.0
Torino,Udinese,2.0,0.0
Verona,Catania,4.0,0.0
Sassuolo,Juventus,1.0,3.0
Catania,Roma,4.0,1.0
Chievo,Torino,0.0,1.0
Genoa,Bologna,0.0,0.0
Milan,Inter,1.0,0.0
Parma,Sampdoria,2.0,0.0
Udinese,Livorno,5.0,3.0
Juventus,Atalanta,1.0,0.0
Lazio,Verona,3.0,3.0
Fiorentina,Sassuolo,3.0,4.0
Napoli,Cagliari,3.0,0.0
Inter,Lazio,4.0,1.0
Verona,Udinese,2.0,2.0
Atalanta,Milan,2.0,1.0
Bologna,Catania,1.0,2.0
Cagliari,Chievo,0.0,1.0
Livorno,Fiorentina,0.0,1.0
Roma,Juventus,0.0,1.0
Sampdoria,Napoli,2.0,5.0
Sassuolo,Genoa,4.0,2.0
Torino,Parma,1.0,1.0
Udinese,Sampdoria,3.0,3.0
Catania,Atalanta,2.0,1.0
Chievo,Inter,2.0,1.0
Fiorentina,Torino,2.0,2.0
Genoa,Roma,1.0,0.0
Juventus,Cagliari,3.0,0.0
Lazio,Bologna,1.0,0.0
Milan,Sassuolo,2.0,1.0
Napoli,Verona,5.0,1.0
Parma,Livorno,2.0,0.0
Chievo,Juventus,0.0,1.0
Roma,Fiorentina,2.0,0.0
Atalanta,Verona,0.0,0.0
Cesena,Parma,1.0,0.0
Genoa,Napoli,1.0,2.0
Milan,Lazio,3.0,1.0
Palermo,Sampdoria,1.0,1.0
Sassuolo,Cagliari,1.0,1.0
Torino,Inter,0.0,0.0
Udinese,Empoli,2.0,0.0
Empoli,Roma,0.0,1.0
Juventus,Udinese,2.0,0.0
Cagliari,Atalanta,1.0,2.0
Fiorentina,Genoa,0.0,0.0
Inter,Sassuolo,7.0,0.0
Lazio,Cesena,3.0,0.0
Napoli,Chievo,0.0,1.0
Parma,Milan,4.0,5.0
Sampdoria,Torino,2.0,0.0
Verona,Palermo,2.0,1.0
Cesena,Empoli,2.0,2.0
Milan,Juventus,0.0,1.0
Atalanta,Fiorentina,0.0,1.0
Chievo,Parma,2.0,3.0
Genoa,Lazio,1.0,0.0
Palermo,Inter,1.0,1.0
Roma,Cagliari,2.0,0.0
Sassuolo,Sampdoria,0.0,0.0
Torino,Verona,0.0,1.0
Udinese,Napoli,1.0,0.0
Empoli,Milan,2.0,2.0
Cagliari,Torino,1.0,2.0
Fiorentina,Sassuolo,0.0,0.0
Inter,Atalanta,2.0,0.0
Juventus,Cesena,3.0,0.0
Napoli,Palermo,3.0,3.0
Parma,Roma,1.0,2.0
Sampdoria,Chievo,2.0,1.0
Verona,Genoa,2.0,2.0
Lazio,Udinese,0.0,1.0
Atalanta,Juventus,0.0,3.0
Roma,Verona,2.0,0.0
Cesena,Milan,1.0,1.0
Chievo,Empoli,1.0,1.0
Genoa,Sampdoria,0.0,1.0
Inter,Cagliari,1.0,4.0
Sassuolo,Napoli,0.0,1.0
Torino,Fiorentina,1.0,1.0
Palermo,Lazio,0.0,4.0
Udinese,Parma,4.0,2.0
Milan,Chievo,2.0,0.0
Verona,Cagliari,1.0,0.0
Empoli,Palermo,3.0,0.0
Fiorentina,Inter,3.0,0.0
Juventus,Roma,3.0,2.0
Lazio,Sassuolo,3.0,2.0
Napoli,Torino,2.0,1.0
Parma,Genoa,1.0,2.0
Sampdoria,Atalanta,1.0,0.0
Udinese,Cesena,1.0,1.0
Roma,Chievo,3.0,0.0
Sassuolo,Juventus,1.0,1.0
Atalanta,Parma,1.0,0.0
Cagliari,Sampdoria,2.0,2.0
Fiorentina,Lazio,0.0,2.0
Inter,Napoli,2.0,2.0
Palermo,Cesena,2.0,1.0
Torino,Udinese,1.0,0.0
Verona,Milan,1.0,3.0
Genoa,Empoli,1.0,1.0
Empoli,Cagliari,0.0,4.0
Parma,Sassuolo,1.0,3.0
Sampdoria,Roma,0.0,0.0
Cesena,Inter,0.0,1.0
Chievo,Genoa,1.0,2.0
Juventus,Palermo,2.0,0.0
Lazio,Torino,2.0,1.0
Milan,Fiorentina,1.0,1.0
Napoli,Verona,6.0,2.0
Udinese,Atalanta,2.0,0.0
Sassuolo,Empoli,3.0,1.0
Atalanta,Napoli,1.0,1.0
Cagliari,Milan,1.0,1.0
Fiorentina,Udinese,3.0,0.0
Genoa,Juventus,1.0,0.0
Inter,Sampdoria,1.0,0.0
Palermo,Chievo,1.0,0.0
Roma,Cesena,2.0,0.0
Torino,Parma,1.0,0.0
Verona,Lazio,1.0,1.0
Empoli,Juventus,0.0,2.0
Napoli,Roma,2.0,0.0
Parma,Inter,2.0,0.0
Chievo,Sassuolo,0.0,0.0
Milan,Palermo,0.0,2.0
Sampdoria,Fiorentina,3.0,1.0
Torino,Atalanta,0.0,0.0
Udinese,Genoa,2.0,4.0
Cesena,Verona,1.0,1.0
Lazio,Cagliari,4.0,2.0
Sampdoria,Milan,2.0,2.0
Sassuolo,Atalanta,0.0,0.0
Cagliari,Genoa,1.0,1.0
Chievo,Cesena,2.0,1.0
Empoli,Lazio,2.0,1.0
Fiorentina,Napoli,0.0,1.0
Inter,Verona,2.0,2.0
Juventus,Parma,7.0,0.0
Palermo,Udinese,1.0,1.0
Roma,Torino,3.0,0.0
Atalanta,Roma,1.0,2.0
Lazio,Juventus,0.0,3.0
Cesena,Sampdoria,1.0,1.0
Milan,Inter,1.0,1.0
Napoli,Cagliari,3.0,3.0
Parma,Empoli,0.0,2.0
Torino,Sassuolo,0.0,1.0
Udinese,Chievo,1.0,1.0
Verona,Fiorentina,1.0,2.0
Genoa,Palermo,1.0,1.0
Chievo,Lazio,0.0,0.0
Sassuolo,Verona,2.0,1.0
Cagliari,Fiorentina,0.0,4.0
Cesena,Genoa,0.0,3.0
Empoli,Atalanta,0.0,0.0
Juventus,Torino,2.0,1.0
Milan,Udinese,2.0,0.0
Palermo,Parma,2.0,1.0
Roma,Inter,4.0,2.0
Sampdoria,Napoli,1.0,1.0
Fiorentina,Juventus,0.0,0.0
Roma,Sassuolo,2.0,2.0
Torino,Palermo,2.0,2.0
Atalanta,Cesena,3.0,2.0
Genoa,Milan,1.0,0.0
Inter,Udinese,1.0,2.0
Napoli,Empoli,2.0,2.0
Parma,Lazio,1.0,2.0
Cagliari,Chievo,0.0,2.0
Verona,Sampdoria,1.0,3.0
Lazio,Atalanta,3.0,0.0
Palermo,Sassuolo,2.0,1.0
Cesena,Fiorentina,1.0,4.0
Genoa,Roma,0.0,1.0
Juventus,Sampdoria,1.0,1.0
Milan,Napoli,2.0,0.0
Parma,Cagliari,0.0,0.0
Udinese,Verona,1.0,2.0
Chievo,Inter,0.0,2.0
Empoli,Torino,0.0,0.0
Cagliari,Juventus,1.0,3.0
Napoli,Parma,2.0,0.0
Roma,Milan,0.0,0.0
Sassuolo,Cesena,1.0,1.0
Atalanta,Palermo,3.0,3.0
Fiorentina,Empoli,1.0,1.0
Inter,Lazio,2.0,2.0
Sampdoria,Udinese,2.0,2.0
Torino,Genoa,2.0,1.0
Verona,Chievo,0.0,1.0
Lazio,Sampdoria,3.0,0.0
Cesena,Napoli,1.0,4.0
Chievo,Torino,0.0,0.0
Empoli,Verona,0.0,0.0
Genoa,Atalanta,2.0,2.0
Juventus,Inter,1.0,1.0
Milan,Sassuolo,1.0,2.0
Palermo,Cagliari,5.0,0.0
Parma,Fiorentina,1.0,0.0
Udinese,Roma,0.0,1.0
Sassuolo,Udinese,1.0,1.0
Torino,Milan,1.0,1.0
Atalanta,Chievo,1.0,1.0
Cagliari,Cesena,2.0,1.0
Fiorentina,Palermo,4.0,3.0
Inter,Genoa,3.0,1.0
Napoli,Juventus,1.0,3.0
Roma,Lazio,2.0,2.0
Sampdoria,Empoli,1.0,0.0
Verona,Parma,3.0,1.0
Empoli,Inter,0.0,0.0
Palermo,Roma,1.0,1.0
Cesena,Torino,2.0,3.0
Chievo,Fiorentina,1.0,2.0
Genoa,Sassuolo,3.0,3.0
Juventus,Verona,4.0,0.0
Lazio,Napoli,0.0,1.0
Milan,Atalanta,0.0,1.0
Parma,Sampdoria,0.0,2.0
Udinese,Cagliari,2.0,2.0
Cagliari,Sassuolo,2.0,1.0
Lazio,Milan,3.0,1.0
Fiorentina,Roma,1.0,1.0
Inter,Torino,0.0,1.0
Juventus,Chievo,2.0,0.0
Parma,Cesena,1.0,2.0
Sampdoria,Palermo,1.0,1.0
Verona,Atalanta,1.0,0.0
Empoli,Udinese,1.0,2.0
Napoli,Genoa,2.0,1.0
Genoa,Fiorentina,1.0,1.0
Roma,Empoli,1.0,1.0
Atalanta,Cagliari,2.0,1.0
Cesena,Lazio,2.0,1.0
Chievo,Napoli,1.0,2.0
Milan,Parma,3.0,1.0
Palermo,Verona,2.0,1.0
Sassuolo,Inter,3.0,1.0
Torino,Sampdoria,5.0,1.0
Udinese,Juventus,0.0,0.0
Juventus,Milan,3.0,1.0
Verona,Torino,1.0,3.0
Cagliari,Roma,1.0,2.0
Empoli,Cesena,2.0,0.0
Fiorentina,Atalanta,3.0,2.0
Inter,Palermo,3.0,0.0
Napoli,Udinese,3.0,1.0
Sampdoria,Sassuolo,1.0,1.0
Lazio,Genoa,0.0,1.0
Parma,Chievo,0.0,1.0
Palermo,Napoli,3.0,1.0
Sassuolo,Fiorentina,1.0,3.0
Atalanta,Inter,1.0,4.0
Cesena,Juventus,2.0,2.0
Chievo,Sampdoria,2.0,1.0
Genoa,Verona,5.0,2.0
Milan,Empoli,1.0,1.0
Roma,Parma,0.0,0.0
Torino,Cagliari,1.0,1.0
Udinese,Lazio,0.0,1.0
Juventus,Atalanta,2.0,1.0
Empoli,Chievo,3.0,0.0
Fiorentina,Torino,1.0,1.0
Lazio,Palermo,2.0,1.0
Milan,Cesena,2.0,0.0
Verona,Roma,1.0,1.0
Cagliari,Inter,1.0,2.0
Napoli,Sassuolo,2.0,0.0
Sampdoria,Genoa,1.0,1.0
Chievo,Milan,0.0,0.0
Atalanta,Sampdoria,1.0,2.0
Cagliari,Verona,1.0,2.0
Cesena,Udinese,1.0,0.0
Inter,Fiorentina,0.0,1.0
Palermo,Empoli,0.0,0.0
Sassuolo,Lazio,0.0,3.0
Torino,Napoli,1.0,0.0
Roma,Juventus,1.0,1.0
Milan,Verona,2.0,2.0
Sampdoria,Cagliari,2.0,0.0
Cesena,Palermo,0.0,0.0
Chievo,Roma,0.0,0.0
Empoli,Genoa,1.0,1.0
Napoli,Inter,2.0,2.0
Parma,Atalanta,0.0,0.0
Udinese,Torino,3.0,2.0
Juventus,Sassuolo,1.0,0.0
Lazio,Fiorentina,4.0,0.0
Cagliari,Empoli,1.0,1.0
Palermo,Juventus,0.0,1.0
Atalanta,Udinese,0.0,0.0
Genoa,Chievo,0.0,2.0
Inter,Cesena,1.0,1.0
Sassuolo,Parma,4.0,1.0
Verona,Napoli,2.0,0.0
Fiorentina,Milan,2.0,1.0
Roma,Sampdoria,0.0,2.0
Torino,Lazio,0.0,2.0
Chievo,Palermo,1.0,0.0
Milan,Cagliari,3.0,1.0
Cesena,Roma,0.0,1.0
Empoli,Sassuolo,3.0,1.0
Juventus,Genoa,1.0,0.0
Lazio,Verona,2.0,0.0
Napoli,Atalanta,1.0,1.0
Parma,Torino,0.0,2.0
Sampdoria,Inter,1.0,0.0
Udinese,Fiorentina,2.0,2.0
Atalanta,Torino,1.0,2.0
Cagliari,Lazio,1.0,3.0
Fiorentina,Sampdoria,2.0,0.0
Genoa,Udinese,1.0,1.0
Inter,Parma,1.0,1.0
Juventus,Empoli,2.0,0.0
Palermo,Milan,1.0,2.0
Roma,Napoli,1.0,0.0
Sassuolo,Chievo,1.0,0.0
Verona,Cesena,3.0,3.0
Parma,Udinese,1.0,0.0
Genoa,Cagliari,2.0,0.0
Parma,Juventus,1.0,0.0
Verona,Inter,0.0,3.0
Atalanta,Sassuolo,2.0,1.0
Cesena,Chievo,0.0,1.0
Lazio,Empoli,4.0,0.0
Milan,Sampdoria,1.0,1.0
Napoli,Fiorentina,3.0,0.0
Torino,Roma,1.0,1.0
Udinese,Palermo,1.0,3.0
Genoa,Parma,2.0,0.0
Juventus,Lazio,2.0,0.0
Sampdoria,Cesena,0.0,0.0
Cagliari,Napoli,0.0,3.0
Chievo,Udinese,1.0,1.0
Empoli,Parma,2.0,2.0
Inter,Milan,0.0,0.0
Palermo,Genoa,2.0,1.0
Roma,Atalanta,1.0,1.0
Sassuolo,Torino,1.0,1.0
Fiorentina,Verona,0.0,1.0
Inter,Roma,2.0,1.0
Udinese,Milan,2.0,1.0
Atalanta,Empoli,2.0,2.0
Fiorentina,Cagliari,1.0,3.0
Genoa,Cesena,3.0,1.0
Lazio,Chievo,1.0,1.0
Napoli,Sampdoria,4.0,2.0
Parma,Palermo,1.0,0.0
Torino,Juventus,2.0,1.0
Verona,Sassuolo,3.0,2.0
Udinese,Inter,1.0,2.0
Cesena,Atalanta,2.0,2.0
Chievo,Cagliari,1.0,0.0
Juventus,Fiorentina,3.0,2.0
Lazio,Parma,4.0,0.0
Milan,Genoa,1.0,3.0
Palermo,Torino,2.0,2.0
Sampdoria,Verona,1.0,1.0
Sassuolo,Roma,0.0,3.0
Empoli,Napoli,4.0,2.0
Sampdoria,Juventus,0.0,1.0
Sassuolo,Palermo,0.0,0.0
Atalanta,Lazio,1.0,1.0
Fiorentina,Cesena,3.0,1.0
Inter,Chievo,0.0,0.0
Napoli,Milan,3.0,0.0
Roma,Genoa,2.0,0.0
Verona,Udinese,0.0,1.0
Cagliari,Parma,4.0,0.0
Torino,Empoli,0.0,1.0
Juventus,Cagliari,1.0,1.0
Milan,Roma,2.0,1.0
Cesena,Sassuolo,2.0,3.0
Chievo,Verona,2.0,2.0
Empoli,Fiorentina,2.0,3.0
Lazio,Inter,1.0,2.0
Palermo,Atalanta,2.0,3.0
Parma,Napoli,2.0,2.0
Udinese,Sampdoria,1.0,4.0
Genoa,Torino,5.0,1.0
Inter,Juventus,1.0,2.0
Sampdoria,Lazio,0.0,1.0
Atalanta,Genoa,1.0,4.0
Cagliari,Palermo,0.0,1.0
Roma,Udinese,2.0,1.0
Sassuolo,Milan,3.0,2.0
Torino,Chievo,2.0,0.0
Verona,Empoli,2.0,1.0
Fiorentina,Parma,3.0,0.0
Napoli,Cesena,3.0,2.0
Genoa,Inter,3.0,2.0
Juventus,Napoli,3.0,1.0
Cesena,Cagliari,0.0,1.0
Chievo,Atalanta,1.0,1.0
Empoli,Sampdoria,1.0,1.0
Milan,Torino,3.0,0.0
Palermo,Fiorentina,2.0,3.0
Parma,Verona,2.0,2.0
Udinese,Sassuolo,0.0,1.0
Lazio,Roma,1.0,2.0
Atalanta,Milan,1.0,3.0
Verona,Juventus,2.0,2.0
Cagliari,Udinese,4.0,3.0
Fiorentina,Chievo,3.0,0.0
Inter,Empoli,4.0,3.0
Napoli,Lazio,2.0,4.0
Roma,Palermo,1.0,2.0
Sampdoria,Parma,2.0,2.0
Sassuolo,Genoa,3.0,1.0
Torino,Cesena,5.0,0.0
,,,
Lazio,Bologna,2.0,1.0
Verona,Roma,1.0,1.0
Empoli,Chievo,1.0,3.0
Fiorentina,Milan,2.0,0.0
Frosinone,Torino,1.0,2.0
Inter,Atalanta,1.0,0.0
Juventus,Udinese,0.0,1.0
Palermo,Genoa,1.0,0.0
Sampdoria,Carpi,5.0,2.0
Sassuolo,Napoli,2.0,1.0
Bologna,Sassuolo,0.0,1.0
Milan,Empoli,2.0,1.0
Atalanta,Frosinone,2.0,0.0
Carpi,Inter,1.0,2.0
Chievo,Lazio,4.0,0.0
Genoa,Verona,2.0,0.0
Napoli,Sampdoria,2.0,2.0
Roma,Juventus,2.0,1.0
Torino,Fiorentina,3.0,1.0
Udinese,Palermo,0.0,1.0
Fiorentina,Genoa,1.0,0.0
Frosinone,Roma,0.0,2.0
Juventus,Chievo,1.0,1.0
Empoli,Napoli,2.0,2.0
Inter,Milan,1.0,0.0
Lazio,Udinese,2.0,0.0
Palermo,Carpi,2.0,2.0
Sassuolo,Atalanta,2.0,2.0
Verona,Torino,2.0,2.0
Sampdoria,Bologna,2.0,0.0
Milan,Palermo,3.0,2.0
Udinese,Empoli,1.0,2.0
Atalanta,Verona,1.0,1.0
Bologna,Frosinone,1.0,0.0
Carpi,Fiorentina,0.0,1.0
Chievo,Inter,0.0,1.0
Genoa,Juventus,0.0,2.0
Napoli,Lazio,5.0,0.0
Roma,Sassuolo,2.0,2.0
Torino,Sampdoria,2.0,0.0
Udinese,Milan,2.0,3.0
Carpi,Napoli,0.0,0.0
Chievo,Torino,1.0,0.0
Fiorentina,Bologna,2.0,0.0
Inter,Verona,1.0,0.0
Juventus,Frosinone,1.0,1.0
Lazio,Genoa,2.0,0.0
Palermo,Sassuolo,0.0,1.0
Sampdoria,Roma,2.0,1.0
Empoli,Atalanta,0.0,1.0
Napoli,Juventus,2.0,1.0
Roma,Carpi,5.0,1.0
Bologna,Udinese,1.0,2.0
Genoa,Milan,1.0,0.0
Inter,Fiorentina,1.0,4.0
Sassuolo,Chievo,1.0,1.0
Torino,Palermo,2.0,1.0
Verona,Lazio,1.0,2.0
Atalanta,Sampdoria,2.0,1.0
Frosinone,Empoli,2.0,0.0
Carpi,Torino,2.0,1.0
Chievo,Verona,1.0,1.0
Empoli,Sassuolo,1.0,0.0
Fiorentina,Atalanta,3.0,0.0
Juventus,Bologna,3.0,1.0
Lazio,Frosinone,2.0,0.0
Milan,Napoli,0.0,4.0
Palermo,Roma,2.0,4.0
Sampdoria,Inter,1.0,1.0
Udinese,Genoa,1.0,1.0
Roma,Empoli,3.0,1.0
Torino,Milan,1.0,1.0
Atalanta,Carpi,3.0,0.0
Bologna,Palermo,0.0,1.0
Frosinone,Sampdoria,2.0,0.0
Genoa,Chievo,3.0,2.0
Inter,Juventus,0.0,0.0
Napoli,Fiorentina,2.0,1.0
Sassuolo,Lazio,2.0,1.0
Verona,Udinese,1.0,1.0
Carpi,Bologna,1.0,2.0
Empoli,Genoa,2.0,0.0
Palermo,Inter,1.0,1.0
Chievo,Napoli,0.0,1.0
Fiorentina,Roma,1.0,2.0
